,region,customer_lifetime_value,response,coverage,education,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
9963,west region,2969,no,basic,high school or below,jan,employed,m,46131,suburban,married,74,27,28,0,1,personal auto,personal l3,offer2,branch,two-door car,small
9964,west region,22235,no,basic,college,feb,employed,m,80355,suburban,married,187,24,92,1,2,corporate auto,corporate l2,offer1,web,luxury car,medsize
9965,central,2476,no,basic,master,jan,employed,f,54831,rural,married,61,7,45,0,1,personal auto,personal l3,offer3,agent,four-door car,medsize
9966,central,2872,no,basic,bachelor,jan,employed,f,79681,rural,single,73,20,93,0,1,personal auto,personal l3,offer2,agent,four-door car,medsize
9967,east,5167,no,basic,master,jan,employed,m,30376,suburban,single,66,26,16,0,6,personal auto,personal l1,offer1,web,four-door car,small
9968,west region,11315,yes,premium,bachelor,feb,disabled,f,11885,suburban,divorced,101,18,39,0,2,personal auto,personal l3,offer1,agent,four-door car,medsize
9969,north west,8414,no,basic,college,jan,employed,m,72258,rural,married,105,8,50,0,4,personal auto,personal l2,offer1,branch,suv,medsize
9970,west region,11955,no,extended,college,jan,employed,f,71587,rural,married,99,1,74,0,2,personal auto,personal l3,offer1,agent,two-door car,medsize
9971,central,32677,no,extended,doctor,feb,employed,m,39393,urban,single,121,11,61,0,2,personal auto,personal l3,offer1,agent,suv,medsize
9972,central,3589,no,extended,college,jan,employed,f,30944,urban,divorced,92,27,46,0,1,personal auto,personal l3,offer1,web,four-door car,small
9973,central,7377,no,basic,college,feb,unemployed,m,64788,suburban,married,69,16,42,0,2,personal auto,personal l3,offer4,branch,four-door car,medsize
9974,central,4358,no,basic,bachelor,jan,unemployed,f,54346,rural,married,118,18,91,0,1,corporate auto,corporate l2,offer1,agent,sports car,medsize
9975,west region,4636,yes,basic,college,jan,retired,m,26802,suburban,married,66,7,43,1,5,personal auto,personal l3,offer2,agent,two-door car,medsize
9976,north west,16699,no,premium,bachelor,jan,employed,f,81400,suburban,married,104,6,19,0,2,special auto,special l2,offer2,web,four-door car,small
9977,west region,12743,no,basic,bachelor,feb,employed,m,99583,rural,divorced,64,35,85,0,2,personal auto,personal l2,offer3,branch,four-door car,large
9978,west region,20096,yes,basic,high school or below,jan,employed,f,92766,suburban,married,71,17,15,0,2,personal auto,personal l3,offer2,agent,two-door car,large
9979,central,5384,no,basic,college,feb,employed,f,30514,rural,single,72,3,87,2,6,personal auto,personal l3,offer1,web,four-door car,medsize
9980,central,13891,no,basic,college,jan,employed,f,70725,suburban,divorced,70,2,0,0,2,corporate auto,corporate l3,offer2,web,four-door car,medsize
9981,central,4938,no,basic,high school or below,feb,employed,f,76283,suburban,married,61,9,99,0,6,corporate auto,corporate l3,offer2,agent,four-door car,medsize
9982,north west,6827,no,basic,bachelor,feb,unemployed,f,48404,rural,divorced,103,2,75,2,6,personal auto,personal l3,offer1,agent,suv,medsize
9983,east,2273,no,basic,bachelor,jan,unemployed,f,14410,suburban,single,73,14,1,4,1,personal auto,personal l1,offer1,web,four-door car,large
9984,north west,13226,no,basic,bachelor,jan,unemployed,f,76697,suburban,single,190,20,78,0,4,special auto,special l3,offer1,call center,luxury car,medsize
9985,north west,2435,no,basic,bachelor,jan,unemployed,m,13149,suburban,divorced,72,28,64,0,1,personal auto,personal l3,offer4,web,two-door car,medsize
9986,east,2514,yes,basic,high school or below,feb,employed,f,43860,rural,single,65,15,58,0,1,corporate auto,corporate l3,offer2,agent,four-door car,medsize
9987,east,27440,no,extended,high school or below,jan,employed,m,84306,suburban,married,137,16,37,0,2,personal auto,personal l3,offer2,agent,four-door car,medsize
9988,west region,11072,no,extended,bachelor,feb,employed,m,58971,urban,divorced,94,12,75,1,2,corporate auto,corporate l1,offer1,agent,four-door car,medsize
9989,north west,5426,no,basic,high school or below,feb,employed,m,23105,suburban,married,69,15,21,0,3,personal auto,personal l3,offer2,agent,two-door car,small
9990,north west,10377,no,extended,high school or below,feb,unemployed,m,14586,suburban,married,95,1,69,0,2,personal auto,personal l2,offer2,web,two-door car,medsize
9991,central,14195,no,basic,bachelor,feb,employed,f,86355,rural,married,118,0,86,0,2,personal auto,personal l3,offer1,agent,sports car,large
9992,central,6431,no,extended,high school or below,feb,medical leave,m,21238,suburban,married,95,11,38,4,4,personal auto,personal l2,offer1,call center,four-door car,medsize
9993,west region,2319,no,basic,bachelor,jan,disabled,m,14660,suburban,married,61,14,97,0,1,personal auto,personal l2,offer2,call center,four-door car,medsize
9994,north west,2915,no,basic,doctor,jan,employed,f,83218,urban,married,72,6,42,0,1,personal auto,personal l3,offer4,agent,four-door car,medsize
9995,west region,3457,no,extended,college,jan,unemployed,f,57009,urban,married,91,13,89,0,1,personal auto,personal l3,offer3,web,four-door car,medsize
9996,north west,8598,no,basic,high school or below,jan,employed,m,38113,urban,married,73,4,34,0,2,personal auto,personal l1,offer3,agent,four-door car,large
9997,north west,16531,no,premium,master,feb,employed,m,75526,suburban,married,103,26,68,1,2,personal auto,personal l3,offer3,branch,four-door car,small
9998,central,6218,no,premium,high school or below,feb,employed,m,51944,suburban,married,156,12,96,0,1,corporate auto,corporate l3,offer1,agent,sports car,medsize
9999,north west,19079,no,basic,high school or below,feb,employed,f,42754,urban,divorced,65,5,56,4,2,personal auto,personal l3,offer3,agent,two-door car,medsize
10000,west region,10248,no,extended,college,jan,employed,m,52693,suburban,married,129,1,0,0,5,personal auto,personal l2,offer1,branch,suv,medsize
10001,central,10003,no,extended,bachelor,feb,employed,m,98192,suburban,married,84,2,64,1,2,personal auto,personal l3,offer1,agent,four-door car,large
10002,west region,6521,yes,extended,college,jan,employed,f,72608,suburban,married,82,26,19,3,8,personal auto,personal l2,offer2,agent,four-door car,medsize
10003,north west,5261,no,basic,bachelor,feb,employed,m,38466,urban,single,68,18,5,0,8,personal auto,personal l2,offer1,agent,two-door car,medsize
10004,north west,9114,no,premium,bachelor,feb,employed,m,85942,rural,married,116,16,36,2,5,personal auto,personal l2,offer3,agent,four-door car,medsize
10005,north west,25807,yes,extended,college,feb,employed,f,71210,suburban,married,214,8,89,1,2,corporate auto,corporate l2,offer1,branch,four-door car,medsize
10006,west region,5004,no,basic,master,feb,employed,f,33566,urban,married,63,25,56,1,4,personal auto,personal l3,offer1,call center,four-door car,medsize
10007,west region,15558,no,basic,bachelor,jan,employed,f,62922,suburban,married,194,26,80,0,7,corporate auto,corporate l3,offer1,agent,luxury car,medsize
10008,north west,5600,no,basic,doctor,jan,employed,f,68665,suburban,married,69,33,67,0,7,personal auto,personal l3,offer3,call center,two-door car,small
10009,central,7772,no,basic,college,jan,employed,m,74755,suburban,divorced,195,10,10,0,1,personal auto,personal l3,offer1,web,luxury car,medsize
10010,central,16985,no,extended,bachelor,feb,employed,f,22497,suburban,married,212,15,71,0,7,special auto,special l1,offer1,branch,luxury car,medsize
10011,west region,5107,yes,basic,bachelor,jan,employed,f,35625,urban,married,65,29,56,1,3,personal auto,personal l2,offer2,agent,four-door car,medsize
10012,north west,3176,no,extended,bachelor,feb,employed,f,35551,suburban,single,81,33,52,1,1,personal auto,personal l2,offer2,branch,four-door car,small
10013,west region,5284,no,basic,bachelor,jan,employed,m,61542,suburban,married,67,33,83,0,6,personal auto,personal l3,offer1,agent,four-door car,medsize
10014,north west,29577,no,premium,college,feb,unemployed,m,87656,suburban,single,106,34,13,0,2,personal auto,personal l1,offer2,call center,two-door car,small
10015,north west,4774,no,basic,bachelor,jan,unemployed,f,31585,suburban,single,70,20,81,0,9,personal auto,personal l1,offer1,call center,four-door car,medsize
10016,west region,7427,no,extended,bachelor,jan,employed,m,28848,urban,single,96,22,54,0,7,corporate auto,corporate l3,offer3,branch,two-door car,medsize
10017,east,6273,no,extended,college,jan,employed,f,20836,rural,married,79,25,2,0,9,corporate auto,corporate l3,offer1,branch,four-door car,medsize
10018,east,2382,no,basic,doctor,feb,unemployed,m,68078,suburban,married,65,8,50,0,1,corporate auto,corporate l2,offer3,web,four-door car,medsize
10019,west region,11003,no,extended,college,jan,employed,m,22926,suburban,married,93,1,99,0,2,corporate auto,corporate l1,offer1,web,four-door car,small
10020,central,4624,no,basic,master,jan,employed,f,28264,urban,divorced,61,22,12,4,6,corporate auto,corporate l2,offer1,agent,four-door car,medsize
10021,west region,7131,no,basic,high school or below,jan,unemployed,m,46366,suburban,single,103,29,58,0,3,corporate auto,corporate l2,offer3,call center,sports car,small
10022,central,8133,no,basic,bachelor,jan,employed,f,32021,suburban,single,70,12,58,0,2,personal auto,personal l2,offer1,call center,four-door car,small
10023,north west,2712,no,basic,high school or below,jan,employed,m,39618,suburban,married,68,0,55,0,1,corporate auto,corporate l3,offer1,agent,four-door car,small
10024,east,7703,no,basic,high school or below,feb,employed,m,36765,suburban,married,66,15,32,1,2,personal auto,personal l2,offer1,call center,four-door car,medsize
10025,west region,2957,no,basic,college,jan,employed,m,94362,urban,divorced,74,21,96,0,1,personal auto,personal l2,offer1,agent,two-door car,large
10026,central,6601,no,basic,high school or below,feb,unemployed,m,61798,suburban,single,194,22,79,0,1,corporate auto,corporate l1,offer4,web,luxury suv,medsize
10027,north west,8409,no,basic,high school or below,feb,employed,f,33397,suburban,married,106,31,15,0,5,personal auto,personal l3,offer4,call center,suv,medsize
10028,central,16936,no,extended,bachelor,jan,employed,f,39411,suburban,married,217,4,29,2,4,personal auto,personal l3,offer3,branch,luxury car,medsize
10029,east,3449,no,extended,bachelor,feb,medical leave,f,25236,suburban,divorced,89,2,26,0,1,personal auto,personal l3,offer2,call center,four-door car,medsize
10030,north west,4884,no,basic,high school or below,feb,employed,f,21766,urban,married,62,29,65,0,3,corporate auto,corporate l3,offer4,agent,four-door car,medsize
10031,central,12780,no,basic,master,feb,employed,f,33514,urban,married,105,33,2,0,2,personal auto,personal l2,offer1,branch,sports car,medsize
10032,central,13736,yes,premium,master,feb,disabled,f,16181,suburban,divorced,181,22,79,0,8,personal auto,personal l3,offer1,web,suv,medsize
10033,central,5876,no,basic,high school or below,feb,employed,m,97026,rural,married,73,30,66,0,3,personal auto,personal l3,offer2,call center,two-door car,medsize
10034,north west,23981,no,basic,bachelor,jan,employed,f,84365,suburban,married,66,14,42,0,2,personal auto,personal l3,offer2,branch,four-door car,small
10035,west region,7804,no,basic,high school or below,feb,employed,m,70833,suburban,married,193,15,33,0,1,personal auto,personal l2,offer2,web,luxury suv,large
10036,west region,5999,no,premium,college,jan,disabled,m,26303,suburban,divorced,165,16,47,0,1,personal auto,personal l3,offer4,agent,suv,small
10037,central,7444,no,extended,college,jan,employed,f,56047,rural,married,92,26,29,0,5,corporate auto,corporate l2,offer1,agent,four-door car,large
10038,west region,2560,no,basic,high school or below,jan,employed,m,30027,suburban,married,65,13,10,0,1,personal auto,personal l3,offer2,branch,four-door car,medsize
10039,central,2747,no,basic,doctor,jan,employed,f,83502,suburban,married,68,25,36,0,1,personal auto,personal l3,offer2,branch,four-door car,medsize
10040,north west,8146,no,basic,college,feb,employed,f,92777,rural,married,68,21,83,2,2,personal auto,personal l1,offer1,web,two-door car,medsize
10041,west region,7356,no,basic,bachelor,jan,employed,f,33089,suburban,married,61,10,61,0,2,personal auto,personal l1,offer1,web,four-door car,small
10042,north west,4112,no,basic,high school or below,feb,disabled,f,25030,suburban,married,113,16,97,4,1,personal auto,personal l3,offer2,branch,sports car,medsize
10043,north west,6418,no,basic,bachelor,jan,unemployed,m,84439,suburban,single,63,30,34,0,2,personal auto,personal l3,offer1,call center,two-door car,medsize
10044,central,8502,no,premium,bachelor,feb,medical leave,f,12843,suburban,single,111,6,47,0,3,corporate auto,corporate l2,offer2,branch,four-door car,small
10045,north west,13057,no,premium,bachelor,feb,employed,m,48804,suburban,married,112,1,4,1,2,corporate auto,corporate l3,offer1,branch,four-door car,medsize
10046,central,7591,no,basic,bachelor,jan,unemployed,m,16954,suburban,married,105,0,16,0,4,corporate auto,corporate l3,offer2,agent,suv,small
10047,north west,2652,no,basic,doctor,feb,unemployed,f,71529,suburban,single,73,2,35,0,1,personal auto,personal l2,offer1,branch,four-door car,medsize
10048,north west,15512,no,basic,college,jan,employed,m,54833,suburban,married,198,22,92,3,3,corporate auto,corporate l3,offer3,agent,two-door car,medsize
10049,west region,5075,no,basic,high school or below,feb,medical leave,m,23082,suburban,married,65,18,90,0,7,special auto,special l3,offer1,branch,four-door car,large
10050,west region,13197,yes,basic,college,jan,unemployed,f,23278,suburban,single,68,19,2,3,2,personal auto,personal l2,offer1,agent,four-door car,large
10051,central,9220,no,extended,high school or below,feb,unemployed,m,48528,suburban,single,136,13,28,0,4,personal auto,personal l3,offer1,agent,suv,medsize
10052,central,5007,no,basic,college,jan,employed,m,51523,suburban,married,62,8,0,0,3,personal auto,personal l2,offer4,agent,four-door car,small
10053,west region,4974,no,basic,college,jan,employed,f,48139,suburban,single,63,9,41,0,9,personal auto,personal l1,offer3,call center,four-door car,medsize
10054,north west,2628,no,basic,college,feb,employed,f,99961,suburban,married,66,6,54,2,1,personal auto,personal l1,offer3,agent,four-door car,medsize
10055,central,5555,yes,basic,bachelor,feb,employed,m,74015,suburban,single,72,12,61,0,6,personal auto,personal l1,offer2,call center,four-door car,small
10056,north west,5285,no,basic,high school or below,jan,employed,f,65096,suburban,married,67,16,81,0,8,personal auto,personal l2,offer1,call center,four-door car,medsize
10057,west region,5376,no,basic,college,feb,employed,m,30039,suburban,single,70,21,52,0,9,corporate auto,corporate l3,offer3,agent,four-door car,medsize
10058,central,2395,yes,basic,doctor,jan,disabled,f,21986,suburban,divorced,63,1,9,0,1,personal auto,personal l3,offer2,branch,two-door car,medsize
10059,west region,2721,no,basic,bachelor,feb,medical leave,m,22885,suburban,married,73,21,46,4,1,corporate auto,corporate l2,offer2,web,four-door car,medsize
10060,east,9470,no,premium,high school or below,feb,employed,f,36121,suburban,married,118,7,91,0,4,personal auto,personal l3,offer3,call center,four-door car,small
10061,central,16355,no,premium,college,feb,medical leave,m,29439,suburban,divorced,146,16,10,0,2,personal auto,personal l3,offer1,call center,suv,large
10062,north west,2489,no,basic,high school or below,feb,unemployed,m,87651,suburban,single,74,3,64,0,1,corporate auto,corporate l3,offer2,branch,four-door car,small
